id,title,funding_organization,maximum_monetary_value,desired_amount,application_date,deadline,status
GR-F886002-OB4,"Front-line 24/7 parallelism","Obrien, Benitez and Payne Endowment",82121.94,60991.67,2023-06-14,2024-08-21,Approved
GR-F897794-BA7,"Future-proofed foreground monitoring","Banks, Haynes and Long Endowment",55334.88,34675.62,2022-05-07,2025-01-30,Pending
GR-F907120-YO6,"Future-proofed context-sensitive capability","Young-Zamora Federation",60546.54,31766.47,2023-12-06,2024-04-16,Approved
GR-F913469-BR1,"Fundamental clear-thinking knowledgebase","Brown, Jordan and Armstrong Council",87428.63,61798.10,2022-10-01,2024-09-12,Denied
GR-F914130-BR3,"Function-based asynchronous application","Brooks LLC Institute",63705.61,39162.14,2023-06-13,2025-01-28,Denied
GR-F914493-RE2,"Fully-configurable encompassing neural-net","Reynolds-Bauer Endowment",46737.06,30905.65,2023-10-02,2024-04-07,Pending
GR-F922783-GO9,"Fundamental 24hour product","Gonzalez Group Federation",69039.08,57909.18,2024-03-19,2025-03-13,Approved
GR-F936569-PA1,"Focused systemic installation","Patton LLC Institute",40257.74,35731.38,2023-07-21,2024-06-19,Denied
GR-F938729-RO6,"Fully-configurable composite protocol","Rogers-Acosta Federation",87885.45,44254.04,2024-01-16,2025-03-06,Denied
GR-F939638-WH2,"Function-based 3rdgeneration encoding","White-Johnson Endowment",51477.85,45065.87,2022-05-22,2024-12-28,Pending
GR-F944163-JO9,"Fundamental multimedia focus group","Johnson-Garcia Council",22820.02,12369.02,2023-04-09,2024-11-03,Approved
GR-F946651-AL4,"Function-based high-level benchmark","Alexander-Santiago Trust",89701.50,78982.61,2023-05-14,2024-09-13,Denied
GR-F965961-WO7,"Face-to-face neutral concept","Wood, Mcdowell and Jones Endowment",48125.89,26800.25,2022-06-07,2024-10-17,Pending
GR-F974512-NO5,"Focused bi-directional info-mediaries","Norman, Hunter and Schultz Trust",34878.67,28384.00,2022-08-15,2024-09-20,Denied
GR-F977865-RI2,"Front-line zero-defect strategy","Rice Inc Council",25461.36,21826.29,2022-05-12,2024-12-11,Pending
GR-F985076-LO3,"Front-line hybrid definition","Lowe and Sons Foundation",46892.65,24636.49,2023-01-03,2024-10-21,Denied
GR-F991694-RI3,"Future-proofed attitude-oriented superstructure","Rivera Group Fund",19925.11,14841.35,2022-11-13,2024-04-07,Denied
GR-G139809-GO8,"Grass-roots homogeneous task-force","Golden, Gross and Rogers Trust",84958.76,65328.38,2022-09-28,2025-03-07,Pending
GR-G163043-JO3,"Grass-roots transitional solution","Jones Inc Fund",14931.85,8851.66,2023-11-23,2024-12-07,Approved
GR-G253542-VA4,"Grass-roots actuating infrastructure","Vazquez LLC Fund",82648.81,42576.69,2024-03-04,2024-04-26,Denied
GR-G329519-CL1,"Grass-roots foreground system engine","Clark Group Fund",91736.57,64811.04,2023-09-01,2024-04-06,Pending
GR-G331013-DA9,"Grass-roots responsive collaboration","Daniels Ltd Council",30761.40,15785.13,2022-07-09,2024-10-30,Approved
GR-G332582-SH3,"Grass-roots uniform alliance","Shields-Smith Institute",25474.79,21493.57,2022-04-13,2024-10-24,Approved
GR-G357662-MA9,"Grass-roots even-keeled software","Martin, Miller and Kelly Foundation",92990.27,62826.40,2023-07-29,2024-05-02,Denied
GR-G410990-WE4,"Grass-roots secondary conglomeration","West, Hampton and Morrow Foundation",59938.95,53453.08,2022-08-14,2024-11-29,Denied
GR-G411085-CU4,"Grass-roots client-server knowledge user","Cunningham Ltd Trust",48555.08,28315.84,2022-10-24,2024-11-07,Approved
GR-G420539-JO1,"Grass-roots local utilization","Jones PLC Trust",13039.43,7198.77,2023-09-01,2024-06-30,Approved
GR-G448095-AN1,"Grass-roots scalable superstructure","Anderson-Smith Foundation",82480.78,58548.90,2023-09-11,2025-02-23,Denied
GR-G457728-WA7,"Grass-roots bi-directional frame","Walker-Ortiz Federation",23608.41,13173.70,2023-07-27,2024-12-13,Approved
GR-G464845-RY2,"Grass-roots secondary matrices","Ryan and Sons Endowment",67846.94,46370.10,2023-05-12,2024-05-24,Pending
GR-G533258-ME0,"Grass-roots disintermediate approach","Meyer Group Foundation",35894.16,29363.25,2023-06-30,2024-04-18,Denied
GR-G579892-RE8,"Grass-roots needs-based methodology","Reilly Ltd Institute",94671.13,60243.98,2023-11-28,2024-10-06,Pending
GR-G596385-BR3,"Grass-roots mobile task-force","Brown-Peterson Trust",81565.33,65218.59,2022-07-23,2024-07-08,Pending
GR-G716879-AN5,"Grass-roots actuating secured line","Anderson, Gomez and Taylor Fund",88007.79,47629.91,2022-11-05,2024-08-20,Pending
GR-G730607-MA2,"Grass-roots directional structure","Mason and Sons Federation",30891.40,24189.10,2022-11-22,2024-11-09,Pending
GR-G765038-RA0,"Grass-roots reciprocal approach","Rangel, Howard and Contreras Fund",25769.30,17975.30,2023-03-30,2024-05-23,Approved
GR-G797238-CO6,"Grass-roots zero-defect conglomeration","Cobb Inc Council",17107.25,8769.03,2023-01-06,2024-12-14,Denied
GR-G835276-MI0,"Grass-roots human-resource challenge","Mitchell-Henderson Foundation",22272.81,15058.02,2023-03-10,2024-10-11,Approved
GR-G855010-CA1,"Grass-roots fault-tolerant complexity","Carter PLC Federation",74728.47,45974.05,2022-10-21,2024-05-27,Approved
GR-G884145-PE3,"Grass-roots fresh-thinking Internet solution","Peck-Rivera Fund",18979.39,12225.55,2022-08-03,2024-08-29,Pending
GR-G896870-OR1,"Grass-roots value-added task-force","Ortiz-Green Endowment",49028.36,31670.82,2022-06-11,2024-06-12,Approved
GR-H142909-LO5,"Horizontal 24hour extranet","Lopez-Friedman Council",89951.30,58230.91,2024-01-05,2024-07-31,Approved
GR-H170279-SM8,"Horizontal motivating synergy","Smith-Ward Foundation",54252.13,38892.82,2023-03-08,2024-08-08,Pending
GR-H171333-CH7,"Horizontal clear-thinking initiative","Chapman-Davis Foundation",82890.70,65602.51,2022-11-27,2024-05-11,Denied
GR-H181157-FE5,"Horizontal user-facing throughput","Ferguson-Jones Council",91498.67,75305.28,2022-11-15,2024-12-31,Pending
GR-H184495-GA6,"Horizontal hybrid migration","Garcia Ltd Trust",64408.29,38010.29,2022-10-06,2024-10-22,Pending
GR-H269713-BE9,"Horizontal fresh-thinking strategy","Beltran LLC Institute",56019.81,33349.75,2023-03-29,2024-08-30,Denied
GR-H318439-KN8,"Horizontal stable capacity","Knight-Gates Fund",58147.76,32570.66,2022-06-28,2025-01-25,Denied
GR-H366717-MA6,"Horizontal non-volatile time-frame","Martin LLC Institute",52750.87,37632.23,2022-07-06,2025-01-04,Pending
GR-H389006-CU9,"Horizontal scalable leverage","Cunningham, Chung and Simpson Institute",79227.12,42473.78,2023-01-19,2024-06-28,Pending
GR-H429555-HO8,"Horizontal 24/7 data-warehouse","Houston, Todd and Davis Federation",40857.98,22259.74,2023-09-18,2024-04-13,Denied
GR-H531072-PE1,"Horizontal modular firmware","Pena, Wheeler and Diaz Endowment",50695.34,40843.63,2024-01-01,2024-12-30,Approved
GR-H644797-AN4,"Horizontal impactful forecast","Anderson, Myers and Nelson Fund",35205.82,19745.56,2023-01-14,2024-11-02,Denied
GR-H652241-HE8,"Horizontal tangible array","Hebert-Patel Fund",10274.86,6391.15,2023-04-28,2025-01-06,Approved
GR-H677889-LO3,"Horizontal reciprocal strategy","Lopez, Ali and Delacruz Institute",56709.63,38158.96,2022-04-13,2024-10-02,Pending
GR-H693271-HE1,"Horizontal eco-centric circuit","Hensley, Thompson and Schneider Endowment",85431.92,62864.10,2022-04-11,2024-04-09,Denied
GR-H697290-BR4,"Horizontal client-server synergy","Brandt-Riley Foundation",18654.19,13607.73,2023-06-24,2024-09-02,Denied
GR-H754469-CO1,"Horizontal dedicated Local Area Network","Cook, Myers and King Endowment",94098.29,53580.45,2023-09-21,2024-09-16,Approved
GR-H821181-AD7,"Horizontal coherent firmware","Adams Inc Endowment",78674.73,41341.01,2023-07-07,2024-12-07,Pending
GR-H880888-HO0,"Horizontal leadingedge support","Howard-Lindsey Federation",57040.31,43062.23,2022-05-20,2024-12-31,Approved
GR-H882033-FI2,"Horizontal foreground project","Fitzgerald, Green and Dawson Trust",36279.84,27925.40,2023-02-22,2024-06-07,Pending
GR-H905733-MA9,"Horizontal content-based firmware","Mason, Garcia and Davis Fund",94351.28,71433.94,2022-10-09,2024-05-02,Denied
GR-H950446-CL8,"Horizontal dedicated application","Clark LLC Trust",96632.15,80138.91,2022-12-08,2024-06-13,Approved
GR-I101082-WA8,"Inverse next generation flexibility","Wallace-Cole Fund",81023.53,72649.83,2023-04-18,2024-04-19,Pending
GR-I106376-BI9,"Implemented analyzing paradigm","Bishop-Zhang Foundation",67918.25,59220.44,2023-08-09,2024-04-10,Approved
GR-I111005-HU5,"Innovative high-level model","Hudson PLC Trust",36724.77,19982.14,2023-12-15,2024-11-30,Denied
GR-I118774-MC4,"Intuitive eco-centric protocol","Mcintyre-Oconnor Endowment",25910.80,16987.11,2022-12-24,2025-02-15,Pending
GR-I129008-SM5,"Innovative systematic forecast","Smith-Neal Council",29259.52,15795.70,2023-07-25,2025-02-22,Denied
GR-I144843-VA0,"Implemented responsive open architecture","Valencia LLC Institute",32892.35,28067.84,2022-03-30,2024-12-12,Denied
GR-I157411-HU5,"Inverse solution-oriented policy","Huffman PLC Federation",72617.92,60850.38,2022-08-05,2025-02-05,Pending
GR-I167129-RU6,"Integrated 24/7 capability","Russell Inc Institute",62448.24,35686.36,2023-04-06,2025-02-24,Approved
GR-I168281-JA6,"Intuitive radical approach","Jackson Inc Fund",43703.44,25607.89,2023-03-16,2024-05-16,Denied
GR-I174563-MC0,"Inverse coherent functionalities","Mcpherson Inc Federation",10161.41,8245.47,2023-12-10,2024-09-05,Approved
GR-I174707-TU7,"Inverse value-added archive","Turner LLC Foundation",88304.63,45577.61,2023-12-27,2024-12-25,Denied
GR-I182759-JO9,"Inverse eco-centric model","Jones-Buck Endowment",88762.38,44734.70,2022-09-19,2024-04-16,Denied
GR-I202174-FU4,"Integrated high-level standardization","Fuentes-Lawrence Fund",85398.33,71124.05,2024-01-14,2025-01-18,Pending
GR-I202504-HE0,"Integrated transitional definition","Hernandez PLC Foundation",85594.89,49415.60,2022-03-30,2025-02-12,Denied
GR-I204379-SH7,"Intuitive logistical complexity","Shea, Long and Stevens Endowment",97527.81,49888.66,2024-01-07,2024-04-10,Pending
GR-I224594-GA7,"Implemented 24/7 pricing structure","Garcia Group Council",49027.40,29396.94,2023-04-27,2024-10-21,Approved
GR-I237661-AN5,"Implemented exuding moderator","Anderson, Johnson and Horton Endowment",82821.97,67861.87,2022-05-05,2024-05-24,Approved
GR-I239727-TA1,"Integrated high-level algorithm","Taylor-Gordon Foundation",61680.59,43441.68,2023-11-21,2024-09-15,Approved
GR-I239948-WA8,"Integrated didactic help-desk","Ward Inc Federation",60698.86,30893.01,2022-04-28,2024-05-30,Pending
GR-I240038-CA1,"Intuitive object-oriented Internet solution","Carlson, Ortega and Davis Foundation",33659.18,27048.19,2022-05-01,2024-12-19,Approved
GR-I247528-WH9,"Inverse responsive access","White-Goodwin Trust",50920.79,30646.88,2022-05-29,2024-04-15,Denied
GR-I247901-HU6,"Integrated foreground neural-net","Huynh-Young Endowment",94438.30,67210.08,2024-03-16,2024-04-26,Approved
GR-I253487-HA2,"Integrated neutral throughput","Hale-Morgan Fund",27578.50,24138.03,2022-08-22,2024-10-02,Pending
GR-I258872-GI0,"Inverse multi-tasking encryption","Gilbert Ltd Trust",68787.46,51470.26,2022-11-20,2024-07-09,Approved
GR-I263631-SM3,"Implemented human-resource Graphical User Interface","Smith Group Federation",58759.85,50502.67,2023-04-03,2024-12-18,Approved
GR-I265804-HA2,"Innovative actuating circuit","Hawkins, Thompson and Hunter Foundation",38299.06,33252.41,2023-10-12,2024-05-25,Pending
GR-I281374-MC5,"Integrated upward-trending framework","Mcmahon, Fernandez and Suarez Institute",66206.55,45334.94,2024-03-05,2024-06-29,Denied
GR-I290800-SC2,"Innovative neutral knowledgebase","Schroeder-Williams Federation",93106.75,70583.52,2023-10-02,2025-01-29,Approved
GR-I299217-LA3,"Innovative next generation leverage","Larson, Martinez and Snyder Federation",54167.93,28820.92,2023-08-13,2024-04-24,Pending
GR-I322412-AN1,"Integrated cohesive policy","Andrade, Guerrero and Evans Institute",67749.08,34722.05,2022-10-21,2024-09-30,Denied
GR-I324812-SH3,"Implemented hybrid emulation","Shelton Ltd Fund",57314.54,48621.68,2022-06-03,2024-06-08,Pending
GR-I355028-CR9,"Inverse client-driven process improvement","Cruz Ltd Institute",15858.51,8864.58,2022-11-19,2024-08-31,Denied
GR-I374338-TR2,"Inverse human-resource synergy","Tran LLC Federation",21079.57,12424.59,2022-05-22,2024-04-04,Approved
GR-I379670-MO3,"Innovative client-driven analyzer","Moore-Alvarez Endowment",39903.15,27700.31,2023-02-13,2024-12-17,Denied
GR-I384343-FA5,"Implemented static intranet","Faulkner-White Council",92150.90,82926.86,2023-09-15,2025-03-24,Approved
GR-I395976-WH6,"Implemented bottom-line flexibility","White, Estrada and Ross Council",34655.59,20384.42,2022-06-06,2024-09-15,Approved
GR-I401646-GO5,"Inverse dedicated portal","Gordon LLC Council",70634.98,46351.73,2023-08-15,2024-05-06,Pending
GR-I404057-CO4,"Innovative logistical solution","Cooper, Coffey and Deleon Federation",67739.75,43075.31,2023-11-04,2024-12-10,Pending
GR-I420796-PH2,"Implemented scalable service-desk","Phelps, Stevens and Anthony Trust",91209.90,64756.45,2022-10-12,2025-01-27,Approved
GR-I428611-LE6,"Integrated radical synergy","Lewis Inc Trust",38557.34,32333.73,2022-09-06,2024-07-18,Pending
GR-I431627-MA4,"Intuitive client-driven Local Area Network","Marshall, Clark and Cantu Endowment",20678.26,11757.22,2022-06-14,2025-01-02,Pending
GR-I439947-DE9,"Implemented didactic definition","Decker Group Foundation",93999.32,54843.35,2023-05-29,2024-05-06,Denied
GR-I446134-RE4,"Implemented heuristic array","Reeves, Jackson and Johnson Council",53916.18,41850.41,2023-05-04,2024-04-08,Approved
GR-I457761-LY4,"Innovative user-facing groupware","Lynch LLC Federation",54624.25,42179.25,2024-01-04,2025-01-24,Pending
GR-I479290-BR4,"Intuitive bi-directional open architecture","Brown-Wolf Council",32741.98,17036.95,2024-03-14,2024-11-03,Denied
GR-I500427-DO3,"Intuitive executive solution","Dominguez Group Foundation",63383.36,45343.06,2022-11-03,2024-12-01,Denied
GR-I511934-DI7,"Implemented full-range circuit","Diaz Inc Federation",92069.10,58629.32,2022-10-27,2024-09-28,Approved
GR-I518489-FR9,"Integrated methodical leverage","Frey, Hall and Torres Trust",92587.75,60322.22,2023-04-29,2025-01-26,Pending
GR-I524978-ME7,"Intuitive global groupware","Mejia, Mitchell and Love Council",48000.12,32402.55,2023-11-27,2024-08-17,Pending
GR-I524999-DA4,"Intuitive heuristic collaboration","Davis PLC Council",37962.07,29834.79,2022-04-24,2024-11-27,Approved
GR-I530856-MA5,"Innovative solution-oriented synergy","Matthews-Paul Trust",10891.56,5906.20,2022-12-05,2024-09-18,Pending
GR-I533594-GO4,"Implemented attitude-oriented intranet","Gomez-Phillips Council",18557.52,15973.34,2022-08-14,2024-12-07,Pending
GR-I540234-FE4,"Inverse bottom-line functionalities","Ferguson, Barnes and Hall Council",63938.16,38465.72,2022-09-24,2024-05-19,Denied
GR-I546162-WR7,"Implemented disintermediate leverage","Wright-Duncan Endowment",72440.02,52116.08,2022-12-17,2024-10-12,Approved
GR-I550201-RO2,"Implemented local customer loyalty","Rodriguez-Hernandez Trust",40082.52,32580.05,2022-05-22,2024-08-20,Denied
GR-I560439-WA9,"Implemented multi-state focus group","Wallace Inc Foundation",40089.64,24301.85,2024-01-19,2024-12-22,Pending
GR-I561505-GR6,"Integrated leadingedge policy","Gray-Simmons Institute",74177.06,52302.20,2022-06-26,2024-05-19,Denied
GR-I573027-CO0,"Inverse multi-state adapter","Cole-Anderson Endowment",64530.36,46822.36,2022-11-30,2024-08-19,Denied
GR-I575615-SC3,"Implemented motivating approach","Schneider Inc Council",74944.75,47568.95,2023-10-13,2024-05-31,Approved
GR-I600689-WH6,"Integrated dynamic orchestration","White, Norris and Thornton Federation",94921.81,57889.09,2023-04-26,2024-04-14,Approved
GR-I606048-HA6,"Innovative leadingedge extranet","Hardy-Mcdonald Federation",59522.06,53107.01,2022-12-06,2024-04-28,Denied
GR-I637421-WO0,"Intuitive cohesive productivity","Wood PLC Fund",86904.66,46282.65,2022-11-10,2025-01-27,Denied
GR-I647016-KI5,"Inverse cohesive pricing structure","King-Adams Foundation",84892.33,50212.16,2022-05-25,2025-03-23,Approved
GR-I651738-SM1,"Integrated composite attitude","Smith-Espinoza Fund",23366.76,15535.72,2024-02-01,2024-04-21,Pending
GR-I656002-WE9,"Implemented national collaboration","Webb and Sons Foundation",76152.04,56097.67,2022-12-19,2024-05-13,Pending
GR-I661544-WI6,"Intuitive system-worthy data-warehouse","Wilcox-Patel Institute",28226.92,22916.26,2023-12-06,2024-03-28,Denied
GR-I663302-SA8,"Intuitive cohesive intranet","Santana Ltd Council",39165.99,22512.67,2023-10-28,2024-08-14,Denied
GR-I687823-ST3,"Innovative modular interface","Stein, Moore and Floyd Trust",61066.66,45387.65,2023-03-03,2024-09-13,Denied
GR-I699130-HU9,"Implemented explicit capability","Huynh, Rose and Hooper Fund",96633.76,72205.75,2022-08-19,2024-10-12,Pending
GR-I715025-RO0,"Innovative full-range database","Roberts-Ritter Trust",80739.24,71182.15,2022-07-20,2024-12-16,Denied
GR-I716313-HA5,"Integrated dedicated approach","Harper-Alvarado Fund",91973.86,59808.27,2022-10-15,2024-11-30,Denied
GR-I716927-SU5,"Innovative user-facing hub","Sullivan, Payne and Barrera Foundation",18599.88,11598.72,2023-04-25,2024-05-08,Approved
GR-I737938-FI5,"Integrated 24/7 portal","Fisher Group Council",21881.85,17546.52,2022-11-05,2024-09-28,Approved
GR-I743637-WO0,"Innovative 3rdgeneration database","Wood, Hardy and Rhodes Fund",49872.09,28975.15,2023-06-30,2024-12-04,Pending
GR-I749851-MO5,"Intuitive disintermediate paradigm","Moore Inc Council",88296.28,72347.06,2022-08-25,2024-04-22,Denied
GR-I751925-AL3,"Inverse full-range circuit","Alvarado Ltd Trust",58748.04,43457.35,2023-10-03,2024-04-10,Denied
GR-I755336-KE7,"Inverse contextually-based matrix","Kelley, Hickman and Wright Institute",17953.36,9562.91,2022-07-17,2025-03-02,Pending
GR-I762422-RI4,"Innovative optimal structure","Riley, Sanchez and Barron Endowment",49015.26,31573.68,2022-08-24,2025-01-06,Approved
GR-I767278-NE1,"Inverse upward-trending synergy","Nelson PLC Foundation",41501.67,22414.69,2024-03-01,2024-05-11,Approved
GR-I771429-TH7,"Integrated solution-oriented orchestration","Thomas, Bush and Campbell Trust",72662.51,60721.11,2023-09-07,2024-04-18,Pending
GR-I772914-WH4,"Intuitive dynamic conglomeration","White Inc Foundation",95510.27,50356.85,2022-10-24,2024-09-10,Approved
